,dry_season_type,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
PHL.34_1,PHL,Philippines,PHL.34_1,Ilocos Norte,Province,2.0
PHL.7_1,PHL,Philippines,PHL.7_1,Apayao,Province,2.0
PHL.18_1,PHL,Philippines,PHL.18_1,Cagayan,Province,2.0
MEX.5_1,MEX,Mexico,MEX.5_1,Chiapas,State,2.0
GTM.12_1,GTM,Guatemala,GTM.12_1,Petén,Department,2.0
BLZ.4_1,BLZ,Belize,BLZ.4_1,Orange Walk,District,2.0
BLZ.1_1,BLZ,Belize,BLZ.1_1,Belize,District,2.0
JAM.1_1,JAM,Jamaica,JAM.1_1,Clarendon,Parish,0.0
VIR.1_1,VIR,"Virgin Islands, U.S.",VIR.1_1,Saint Croix,District,0.0
MRT.2_1,MRT,Mauritania,MRT.2_1,Assaba,Region,1.3636363636363635
NER.2_1,NER,Niger,NER.2_1,Diffa,Department,1.0
THA.20_1,THA,Thailand,THA.20_1,Lamphun,Province,2.0
THA.75_1,THA,Thailand,THA.75_1,Uttaradit,Province,2.0
THA.21_1,THA,Thailand,THA.21_1,Loei,Province,2.0
THA.73_1,THA,Thailand,THA.73_1,Udon Thani,Province,2.0
THA.56_1,THA,Thailand,THA.56_1,Sakon Nakhon,Province,2.0
THA.28_1,THA,Thailand,THA.28_1,Nakhon Phanom,Province,2.0
LAO.6_1,LAO,Laos,LAO.6_1,Khammouan,Province,2.0
VNM.46_1,VNM,Vietnam,VNM.46_1,Quảng Bình,Province,2.0
PHL.1_1,PHL,Philippines,PHL.1_1,Abra,Province,2.0
BLZ.2_1,BLZ,Belize,BLZ.2_1,Cayo,District,2.0
MRT.8_1,MRT,Mauritania,MRT.8_1,Hodh el Gharbi,Region,1.1176470588235294
NER.8_1,NER,Niger,NER.8_1,Zinder,Department,1.1063829787234043
ERI.6_1,ERI,Eritrea,ERI.6_1,Semenawi Keyih Bahri,Region,1.0
ERI.2_1,ERI,Eritrea,ERI.2_1,Debub,Region,1.0
YEM.18_1,YEM,Yemen,YEM.18_1,Sa`dah,Governorate,1.0
YEM.6_1,YEM,Yemen,YEM.6_1,Al Jawf,Governorate,1.0
MMR.15_1,MMR,Myanmar,MMR.15_1,Yangon,Division,2.0
MMR.9_1,MMR,Myanmar,MMR.9_1,Mon,State,2.0
THA.69_1,THA,Thailand,THA.69_1,Tak,Province,2.0
THA.65_1,THA,Thailand,THA.65_1,Sukhothai,Province,2.0
THA.45_1,THA,Thailand,THA.45_1,Phitsanulok,Province,2.0
THA.34_1,THA,Thailand,THA.34_1,Nong Bua Lam Phu,Province,2.0
PHL.38_1,PHL,Philippines,PHL.38_1,Kalinga,Province,2.0
PHL.37_1,PHL,Philippines,PHL.37_1,Isabela,Province,2.0
SDN.6_1,SDN,Sudan,SDN.6_1,Kassala,State,1.0
THA.42_1,THA,Thailand,THA.42_1,Phetchabun,Province,2.0
THA.17_1,THA,Thailand,THA.17_1,Khon Kaen,Province,2.0
THA.14_1,THA,Thailand,THA.14_1,Kalasin,Province,2.0
THA.25_1,THA,Thailand,THA.25_1,Mukdahan,Province,2.0
LAO.12_1,LAO,Laos,LAO.12_1,Savannakhét,Province,2.0
VNM.50_1,VNM,Vietnam,VNM.50_1,Quảng Trị,Province,2.5
PHL.13_1,PHL,Philippines,PHL.13_1,Benguet,Province,2.0
PHL.33_1,PHL,Philippines,PHL.33_1,Ifugao,Province,2.0
BLZ.6_1,BLZ,Belize,BLZ.6_1,Toledo,District,2.0
GLP.1_1,GLP,Guadeloupe,GLP.1_1,Basse-Terre,District,0.0
SEN.10_1,SEN,Senegal,SEN.10_1,Saint-Louis,Region,1.1666666666666667
MRT.5_1,MRT,Mauritania,MRT.5_1,Gorgol,Region,1.6
TCD.9_1,TCD,Chad,TCD.9_1,Kanem,Region,1.0434782608695652
SDN.9_1,SDN,Sudan,SDN.9_1,North Kurdufan,State,1.0634920634920635
SDN.7_1,SDN,Sudan,SDN.7_1,Khartoum,State,1.0
YEM.13_1,YEM,Yemen,YEM.13_1,Hajjah,Governorate,1.0
YEM.10_1,YEM,Yemen,YEM.10_1,Amran,Governorate,1.0
THA.15_1,THA,Thailand,THA.15_1,Kamphaeng Phet,Province,2.0
THA.44_1,THA,Thailand,THA.44_1,Phichit,Province,2.0
THA.8_1,THA,Thailand,THA.8_1,Chaiyaphum,Province,2.0
THA.24_1,THA,Thailand,THA.24_1,Maha Sarakham,Province,2.0
THA.54_1,THA,Thailand,THA.54_1,Roi Et,Province,2.0
LAO.11_1,LAO,Laos,LAO.11_1,Saravan,Province,2.0
VNM.54_1,VNM,Vietnam,VNM.54_1,Thừa Thiên Huế,Province,2.0
PHL.56_1,PHL,Philippines,PHL.56_1,Nueva Vizcaya,Province,2.0
PHL.63_1,PHL,Philippines,PHL.63_1,Quirino,Province,2.0
GTM.8_1,GTM,Guatemala,GTM.8_1,Huehuetenango,Department,2.0
GTM.1_1,GTM,Guatemala,GTM.1_1,Alta Verapaz,Department,2.0
GTM.9_1,GTM,Guatemala,GTM.9_1,Izabal,Department,2.0
HND.1_1,HND,Honduras,HND.1_1,Atlántida,Department,2.0
HND.3_1,HND,Honduras,HND.3_1,Colón,Department,2.0
HND.9_1,HND,Honduras,HND.9_1,Gracias a Dios,Department,2.0
SEN.8_1,SEN,Senegal,SEN.8_1,Louga,Region,2.0
SEN.9_1,SEN,Senegal,SEN.9_1,Matam,Region,2.0
MRT.6_1,MRT,Mauritania,MRT.6_1,Guidimaka,Region,2.0
MLI.6_1,MLI,Mali,MLI.6_1,Mopti,Region,1.6923076923076923
TCD.1_1,TCD,Chad,TCD.1_1,Barh el Ghazel,Region,1.105263157894737
TCD.2_1,TCD,Chad,TCD.2_1,Batha,Region,1.5151515151515151
TCD.23_1,TCD,Chad,TCD.23_1,Wadi Fira,Region,1.1666666666666667
ERI.4_1,ERI,Eritrea,ERI.4_1,Gash Barka,Region,1.7272727272727273
ERI.3_1,ERI,Eritrea,ERI.3_1,Debubawi Keyih Bahri,Region,0.8888888888888888
YEM.5_1,YEM,Yemen,YEM.5_1,Al Hudaydah,Governorate,0.8333333333333334
YEM.19_1,YEM,Yemen,YEM.19_1,San`a',City,1.0
YEM.16_1,YEM,Yemen,YEM.16_1,Ma'rib,Governorate,1.0
THA.30_1,THA,Thailand,THA.30_1,Nakhon Sawan,Province,2.0
THA.77_1,THA,Thailand,THA.77_1,Yasothon,Province,2.0
THA.1_1,THA,Thailand,THA.1_1,Amnat Charoen,Province,2.0
THA.72_1,THA,Thailand,THA.72_1,Ubon Ratchathani,Province,2.0
LAO.17_1,LAO,Laos,LAO.17_1,Xékong,Province,2.0
VNM.47_1,VNM,Vietnam,VNM.47_1,Quảng Nam,Province,2.0
PHL.61_1,PHL,Philippines,PHL.61_1,Pangasinan,Province,2.0
PHL.55_1,PHL,Philippines,PHL.55_1,Nueva Ecija,Province,2.0
GTM.17_1,GTM,Guatemala,GTM.17_1,San Marcos,Department,2.0
GTM.14_1,GTM,Guatemala,GTM.14_1,Quiché,Department,2.0
GTM.2_1,GTM,Guatemala,GTM.2_1,Baja Verapaz,Department,2.0
GTM.22_1,GTM,Guatemala,GTM.22_1,Zacapa,Department,2.0
HND.5_1,HND,Honduras,HND.5_1,Copán,Department,2.0
HND.16_1,HND,Honduras,HND.16_1,Santa Bárbara,Department,2.0
HND.18_1,HND,Honduras,HND.18_1,Yoro,Department,2.0
HND.15_1,HND,Honduras,HND.15_1,Olancho,Department,2.0
SEN.13_1,SEN,Senegal,SEN.13_1,Thiès,Region,2.0
MLI.3_1,MLI,Mali,MLI.3_1,Kayes,Region,2.0
MLI.5_1,MLI,Mali,MLI.5_1,Koulikoro,Region,2.0
MLI.7_1,MLI,Mali,MLI.7_1,Ségou,Region,1.9565217391304348
NER.7_1,NER,Niger,NER.7_1,Tillabéry,Department,1.5806451612903225
NER.4_1,NER,Niger,NER.4_1,Maradi,Department,1.7333333333333334
SDN.1_1,SDN,Sudan,SDN.1_1,Al Jazirah,State,1.0
SDN.2_1,SDN,Sudan,SDN.2_1,Al Qadarif,State,1.85
ERI.1_1,ERI,Eritrea,ERI.1_1,Anseba,Region,2.0
YEM.20_1,YEM,Yemen,YEM.20_1,Shabwah,Governorate,1.0
IND.10_1,IND,India,IND.10_1,Goa,State,2.0
THA.16_1,THA,Thailand,THA.16_1,Kanchanaburi,Province,2.0
THA.74_1,THA,Thailand,THA.74_1,Uthai Thani,Province,2.0
THA.7_1,THA,Thailand,THA.7_1,Chai Nat,Province,2.0
THA.22_1,THA,Thailand,THA.22_1,Lop Buri,Province,2.0
THA.29_1,THA,Thailand,THA.29_1,Nakhon Ratchasima,Province,2.0
THA.5_1,THA,Thailand,THA.5_1,Buri Ram,Province,2.0
THA.68_1,THA,Thailand,THA.68_1,Surin,Province,2.0
THA.62_1,THA,Thailand,THA.62_1,Si Sa Ket,Province,2.0
LAO.4_1,LAO,Laos,LAO.4_1,Champasak,Province,2.0
VNM.48_1,VNM,Vietnam,VNM.48_1,Quảng Ngãi,Province,2.0
PHL.78_1,PHL,Philippines,PHL.78_1,Zambales,Province,2.0
PHL.60_1,PHL,Philippines,PHL.60_1,Pampanga,Province,2.0
GTM.13_1,GTM,Guatemala,GTM.13_1,Quezaltenango,Department,2.0
GTM.19_1,GTM,Guatemala,GTM.19_1,Sololá,Department,2.0
GTM.3_1,GTM,Guatemala,GTM.3_1,Chimaltenango,Department,2.0
GTM.5_1,GTM,Guatemala,GTM.5_1,El Progreso,Department,2.0
GTM.4_1,GTM,Guatemala,GTM.4_1,Chiquimula,Department,2.0
HND.4_1,HND,Honduras,HND.4_1,Comayagua,Department,2.0
HND.8_1,HND,Honduras,HND.8_1,Francisco Morazán,Department,2.0
NIC.1_1,NIC,Nicaragua,NIC.1_1,Atlántico Norte,Autonomous Region,2.0
SEN.1_1,SEN,Senegal,SEN.1_1,Dakar,Region,2.0
SEN.2_1,SEN,Senegal,SEN.2_1,Diourbel,Region,2.0
SEN.12_1,SEN,Senegal,SEN.12_1,Tambacounda,Region,2.0
BFA.12_1,BFA,Burkina Faso,BFA.12_1,Sahel,Region,1.9
SDN.16_1,SDN,Sudan,SDN.16_1,West Darfur,State,1.8571428571428572
SDN.18_1,SDN,Sudan,SDN.18_1,White Nile,State,1.25
ERI.5_1,ERI,Eritrea,ERI.5_1,Maekel,Region,2.0
YEM.17_1,YEM,Yemen,YEM.17_1,Raymah,Governorate,1.0
YEM.11_1,YEM,Yemen,YEM.11_1,Dhamar,Governorate,1.0
MMR.14_1,MMR,Myanmar,MMR.14_1,Tanintharyi,Division,1.6
THA.66_1,THA,Thailand,THA.66_1,Suphan Buri,Province,2.0
THA.2_1,THA,Thailand,THA.2_1,Ang Thong,Province,2.0
THA.60_1,THA,Thailand,THA.60_1,Saraburi,Province,2.0
LAO.1_1,LAO,Laos,LAO.1_1,Attapu,Province,2.0
VNM.34_1,VNM,Vietnam,VNM.34_1,Kon Tum,Province,2.0
PHL.10_1,PHL,Philippines,PHL.10_1,Bataan,Province,2.0
PHL.64_1,PHL,Philippines,PHL.64_1,Rizal,Province,2.0
PHL.62_1,PHL,Philippines,PHL.62_1,Quezon,Province,1.3333333333333333
GTM.15_1,GTM,Guatemala,GTM.15_1,Retalhuleu,Department,2.0
GTM.6_1,GTM,Guatemala,GTM.6_1,Escuintla,Department,2.0
GTM.18_1,GTM,Guatemala,GTM.18_1,Santa Rosa,Department,2.0
GTM.11_1,GTM,Guatemala,GTM.11_1,Jutiapa,Department,2.0
SLV.3_1,SLV,El Salvador,SLV.3_1,Chalatenango,Department,2.0
HND.13_1,HND,Honduras,HND.13_1,Lempira,Department,2.0
HND.10_1,HND,Honduras,HND.10_1,Intibucá,Department,2.0
HND.12_1,HND,Honduras,HND.12_1,La Paz,Department,2.0
HND.7_1,HND,Honduras,HND.7_1,El Paraíso,Department,2.0
NIC.9_1,NIC,Nicaragua,NIC.9_1,Jinotega,Department,2.0
SEN.5_1,SEN,Senegal,SEN.5_1,Kaolack,Region,2.0
SEN.4_1,SEN,Senegal,SEN.4_1,Kaffrine,Region,2.0
NER.3_1,NER,Niger,NER.3_1,Dosso,Department,2.0
TCD.10_1,TCD,Chad,TCD.10_1,Lac,Region,0.5
TCD.17_1,TCD,Chad,TCD.17_1,Ouaddaï,Region,1.7777777777777777
ETH.11_1,ETH,Ethiopia,ETH.11_1,Tigray,State,2.0
ETH.2_1,ETH,Ethiopia,ETH.2_1,Afar,State,1.3448275862068966
YEM.14_1,YEM,Yemen,YEM.14_1,Ibb,Governorate,1.0
YEM.3_1,YEM,Yemen,YEM.3_1,Al Bayda',Governorate,1.0
YEM.2_1,YEM,Yemen,YEM.2_1,Abyan,Governorate,1.0
THA.46_1,THA,Thailand,THA.46_1,Phra Nakhon Si Ayutthaya,Province,2.0
THA.26_1,THA,Thailand,THA.26_1,Nakhon Nayok,Province,2.0
THA.49_1,THA,Thailand,THA.49_1,Prachin Buri,Province,2.0
KHM.15_1,KHM,Cambodia,KHM.15_1,Otdar Mean Chey,Province,2.0
KHM.18_1,KHM,Cambodia,KHM.18_1,Preah Vihéar,Province,2.0
KHM.22_1,KHM,Cambodia,KHM.22_1,Stœng Trêng,Province,2.0
KHM.20_1,KHM,Cambodia,KHM.20_1,Rôtânôkiri,Province,2.0
VNM.21_1,VNM,Vietnam,VNM.21_1,Gia Lai,Province,2.0
VNM.8_1,VNM,Vietnam,VNM.8_1,Bình Định,Province,2.0
PHL.24_1,PHL,Philippines,PHL.24_1,Cavite,Province,2.0
PHL.40_1,PHL,Philippines,PHL.40_1,Laguna,Province,2.0
PHL.19_1,PHL,Philippines,PHL.19_1,Camarines Norte,Province,2.0
SLV.13_1,SLV,El Salvador,SLV.13_1,Sonsonate,Department,2.0
SLV.10_1,SLV,El Salvador,SLV.10_1,San Salvador,Department,2.0
SLV.11_1,SLV,El Salvador,SLV.11_1,San Vicente,Department,2.0
SLV.9_1,SLV,El Salvador,SLV.9_1,San Miguel,Department,2.0
SLV.7_1,SLV,El Salvador,SLV.7_1,La Unión,Department,2.0
NIC.16_1,NIC,Nicaragua,NIC.16_1,Nueva Segovia,Department,2.0
SEN.3_1,SEN,Senegal,SEN.3_1,Fatick,Region,2.0
GMB.3_1,GMB,Gambia,GMB.3_1,Maccarthy Island,Division,2.0
BFA.10_1,BFA,Burkina Faso,BFA.10_1,Nord,Region,2.0
BFA.4_1,BFA,Burkina Faso,BFA.4_1,Centre-Nord,Region,2.0
NGA.34_1,NGA,Nigeria,NGA.34_1,Sokoto,State,2.0
SDN.17_1,SDN,Sudan,SDN.17_1,West Kurdufan,State,1.8421052631578947
SDN.13_1,SDN,Sudan,SDN.13_1,Sennar,State,1.9230769230769231
YEM.21_1,YEM,Yemen,YEM.21_1,Ta`izz,Governorate,1.0
YEM.4_1,YEM,Yemen,YEM.4_1,Al Dali',Governorate,1.0
THA.52_1,THA,Thailand,THA.52_1,Ratchaburi,Province,2.0
THA.27_1,THA,Thailand,THA.27_1,Nakhon Pathom,Province,2.0
THA.3_1,THA,Thailand,THA.3_1,Bangkok Metropolis,Province,2.0
THA.6_1,THA,Thailand,THA.6_1,Chachoengsao,Province,2.0
THA.55_1,THA,Thailand,THA.55_1,Sa Kaeo,Province,2.0
KHM.1_1,KHM,Cambodia,KHM.1_1,Bântéay Méanchey,Province,2.0
KHM.21_1,KHM,Cambodia,KHM.21_1,Siemréab,Province,2.0
PHL.57_1,PHL,Philippines,PHL.57_1,Occidental Mindoro,Province,1.0
PHL.12_1,PHL,Philippines,PHL.12_1,Batangas,Province,2.0
PHL.20_1,PHL,Philippines,PHL.20_1,Camarines Sur,Province,2.0
PHL.23_1,PHL,Philippines,PHL.23_1,Catanduanes,Province,2.0
SLV.14_1,SLV,El Salvador,SLV.14_1,Usulután,Department,2.0
HND.2_1,HND,Honduras,HND.2_1,Choluteca,Department,2.0
NIC.5_1,NIC,Nicaragua,NIC.5_1,Chinandega,Department,2.0
NIC.7_1,NIC,Nicaragua,NIC.7_1,Estelí,Department,2.0
NIC.2_1,NIC,Nicaragua,NIC.2_1,Atlántico Sur,Autonomous Region,2.0
VCT.6_1,VCT,Saint Vincent and the Grenadines,VCT.6_1,Saint Patrick,Parish,0.0
GMB.6_1,GMB,Gambia,GMB.6_1,Western,Division,2.0
SEN.11_1,SEN,Senegal,SEN.11_1,Sédhiou,Region,2.0
SEN.7_1,SEN,Senegal,SEN.7_1,Kolda,Region,2.0
GMB.5_1,GMB,Gambia,GMB.5_1,Upper River,Division,2.0
SEN.6_1,SEN,Senegal,SEN.6_1,Kédougou,Region,2.0
BFA.1_1,BFA,Burkina Faso,BFA.1_1,Boucle du Mouhoun,Region,2.0
BFA.8_1,BFA,Burkina Faso,BFA.8_1,Est,Region,2.0
NGA.21_1,NGA,Nigeria,NGA.21_1,Katsina,State,2.0
NGA.36_1,NGA,Nigeria,NGA.36_1,Yobe,State,1.8125
NGA.8_1,NGA,Nigeria,NGA.8_1,Borno,State,1.826086956521739
SDN.4_1,SDN,Sudan,SDN.4_1,Central Darfur,State,2.0
ETH.3_1,ETH,Ethiopia,ETH.3_1,Amhara,State,2.207547169811321
YEM.15_1,YEM,Yemen,YEM.15_1,Lahij,Governorate,1.0
IND.31_1,IND,India,IND.31_1,Tamil Nadu,State,2.3333333333333335
THA.43_1,THA,Thailand,THA.43_1,Phetchaburi,Province,2.0
THA.12_1,THA,Thailand,THA.12_1,Chon Buri,Province,2.0
THA.9_1,THA,Thailand,THA.9_1,Chanthaburi,Province,2.0
KHM.2_1,KHM,Cambodia,KHM.2_1,Batdâmbâng,Province,2.0
KHM.6_1,KHM,Cambodia,KHM.6_1,Kâmpóng Thum,Province,2.0
KHM.11_1,KHM,Cambodia,KHM.11_1,Krâchéh,Province,2.0
KHM.14_1,KHM,Cambodia,KHM.14_1,Môndól Kiri,Province,2.0
VNM.15_1,VNM,Vietnam,VNM.15_1,Đắk Lắk,Province,2.0
VNM.45_1,VNM,Vietnam,VNM.45_1,Phú Yên,Province,3.0
PHL.58_1,PHL,Philippines,PHL.58_1,Oriental Mindoro,Province,2.0
PHL.5_1,PHL,Philippines,PHL.5_1,Albay,Province,2.0
NIC.11_1,NIC,Nicaragua,NIC.11_1,León,Department,2.0
NIC.15_1,NIC,Nicaragua,NIC.15_1,Matagalpa,Department,2.0
SEN.14_1,SEN,Senegal,SEN.14_1,Ziguinchor,Region,2.0
MLI.8_1,MLI,Mali,MLI.8_1,Sikasso,Region,2.0
BFA.11_1,BFA,Burkina Faso,BFA.11_1,Plateau-Central,Region,2.0
NGA.22_1,NGA,Nigeria,NGA.22_1,Kebbi,State,2.0
NGA.37_1,NGA,Nigeria,NGA.37_1,Zamfara,State,2.0
NGA.18_1,NGA,Nigeria,NGA.18_1,Jigawa,State,2.0
CMR.4_1,CMR,Cameroon,CMR.4_1,Extrême-Nord,Region,1.8333333333333333
TCD.8_1,TCD,Chad,TCD.8_1,Hadjer-Lamis,Region,2.0
TCD.7_1,TCD,Chad,TCD.7_1,Guéra,Region,2.0
TCD.19_1,TCD,Chad,TCD.19_1,Sila,Region,2.0
SDN.14_1,SDN,Sudan,SDN.14_1,South Darfur,State,2.0
SDN.5_1,SDN,Sudan,SDN.5_1,East Darfur,State,2.0
IND.1_1,IND,India,IND.1_1,Andaman and Nicobar,Union Territory,0.6666666666666666
THA.53_1,THA,Thailand,THA.53_1,Rayong,Province,2.0
KHM.12_1,KHM,Cambodia,KHM.12_1,Krong Pailin,Municipality,2.0
KHM.17_1,KHM,Cambodia,KHM.17_1,Pouthisat,Province,2.0
VNM.16_1,VNM,Vietnam,VNM.16_1,Đắk Nông,Province,2.0
VNM.32_1,VNM,Vietnam,VNM.32_1,Khánh Hòa,Province,2.0
NIC.13_1,NIC,Nicaragua,NIC.13_1,Managua,Department,2.0
NIC.3_1,NIC,Nicaragua,NIC.3_1,Boaco,Department,2.0
NIC.6_1,NIC,Nicaragua,NIC.6_1,Chontales,Department,2.0
COL.18_1,COL,Colombia,COL.18_1,La Guajira,Department,2.4444444444444446
GNB.5_1,GNB,Guinea-Bissau,GNB.5_1,Cacheu,Region,2.0
GNB.7_1,GNB,Guinea-Bissau,GNB.7_1,Oio,Region,2.0
GNB.1_1,GNB,Guinea-Bissau,GNB.1_1,Bafatá,Region,2.0
GNB.6_1,GNB,Guinea-Bissau,GNB.6_1,Gabú,Region,2.0
GIN.1_1,GIN,Guinea,GIN.1_1,Boké,Region,2.0
GIN.6_1,GIN,Guinea,GIN.6_1,Labé,Region,2.0
GIN.4_1,GIN,Guinea,GIN.4_1,Kankan,Region,2.0
BFA.5_1,BFA,Burkina Faso,BFA.5_1,Centre-Ouest,Region,2.0
BFA.7_1,BFA,Burkina Faso,BFA.7_1,Centre,Region,2.0
BFA.3_1,BFA,Burkina Faso,BFA.3_1,Centre-Est,Region,2.0
BEN.1_1,BEN,Benin,BEN.1_1,Alibori,Department,2.0
NGA.20_1,NGA,Nigeria,NGA.20_1,Kano,State,2.0
NGA.5_1,NGA,Nigeria,NGA.5_1,Bauchi,State,2.0
TCD.4_1,TCD,Chad,TCD.4_1,Chari-Baguirmi,Region,2.0
SDN.15_1,SDN,Sudan,SDN.15_1,South Kurdufan,State,2.0
SDN.3_1,SDN,Sudan,SDN.3_1,Blue Nile,State,2.0
DJI.5_1,DJI,Djibouti,DJI.5_1,Tadjourah,Region,1.0
DJI.4_1,DJI,Djibouti,DJI.4_1,Obock,Region,1.0
IND.17_1,IND,India,IND.17_1,Kerala,State,2.0
THA.50_1,THA,Thailand,THA.50_1,Prachuap Khiri Khan,Province,2.0
KHM.4_1,KHM,Cambodia,KHM.4_1,Kâmpóng Chhnang,Province,2.0
KHM.3_1,KHM,Cambodia,KHM.3_1,Kâmpóng Cham,Province,2.0
KHM.25_1,KHM,Cambodia,KHM.25_1,Tbong Khmum,Province,2.0
PHL.46_1,PHL,Philippines,PHL.46_1,Masbate,Province,0.0
PHL.66_1,PHL,Philippines,PHL.66_1,Samar,Province,2.0
PHL.31_1,PHL,Philippines,PHL.31_1,Eastern Samar,Province,2.0
NIC.4_1,NIC,Nicaragua,NIC.4_1,Carazo,Department,2.0
NIC.10_1,NIC,Nicaragua,NIC.10_1,Lago Nicaragua,Water body,0.6666666666666666
NIC.17_1,NIC,Nicaragua,NIC.17_1,Río San Juan,Department,2.0
GNB.8_1,GNB,Guinea-Bissau,GNB.8_1,Quinara,Region,2.0
GIN.3_1,GIN,Guinea,GIN.3_1,Faranah,Region,2.0
BFA.9_1,BFA,Burkina Faso,BFA.9_1,Haut-Bassins,Region,2.0
BFA.6_1,BFA,Burkina Faso,BFA.6_1,Centre-Sud,Region,2.0
TCD.18_1,TCD,Chad,TCD.18_1,Salamat,Region,2.0
SSD.7_1,SSD,South Sudan,SSD.7_1,Upper Nile,State,2.0
ETH.4_1,ETH,Ethiopia,ETH.4_1,Benshangul-Gumaz,State,2.0
DJI.2_1,DJI,Djibouti,DJI.2_1,Dikhil,Region,1.0
SOM.4_1,SOM,Somalia,SOM.4_1,Bari,Region,0.9583333333333334
KHM.9_1,KHM,Cambodia,KHM.9_1,Kaôh Kong,Province,1.6
KHM.5_1,KHM,Cambodia,KHM.5_1,Kâmpóng Spœ,Province,2.0
KHM.8_1,KHM,Cambodia,KHM.8_1,Kândal,Province,2.0
KHM.19_1,KHM,Cambodia,KHM.19_1,Prey Vêng,Province,2.0
VNM.10_1,VNM,Vietnam,VNM.10_1,Bình Phước,Province,2.0
VNM.37_1,VNM,Vietnam,VNM.37_1,Lâm Đồng,Province,2.0
VNM.43_1,VNM,Vietnam,VNM.43_1,Ninh Thuận,Province,2.0
PHL.4_1,PHL,Philippines,PHL.4_1,Aklan,Province,2.0
NIC.18_1,NIC,Nicaragua,NIC.18_1,Rivas,Department,2.0
COL.19_1,COL,Colombia,COL.19_1,Magdalena,Department,2.0
VEN.12_1,VEN,Venezuela,VEN.12_1,Falcón,State,2.125
GNB.4_1,GNB,Guinea-Bissau,GNB.4_1,Bolama,Region,0.0
GNB.9_1,GNB,Guinea-Bissau,GNB.9_1,Tombali,Region,2.0
GIN.5_1,GIN,Guinea,GIN.5_1,Kindia,Region,2.0
BFA.13_1,BFA,Burkina Faso,BFA.13_1,Sud-Ouest,Region,2.0
BEN.2_1,BEN,Benin,BEN.2_1,Atakora,Department,2.0
NGA.27_1,NGA,Nigeria,NGA.27_1,Niger,State,2.0
NGA.19_1,NGA,Nigeria,NGA.19_1,Kaduna,State,2.0
NGA.16_1,NGA,Nigeria,NGA.16_1,Gombe,State,2.0
DJI.1_1,DJI,Djibouti,DJI.1_1,Ali Sabieh,Region,1.0
SOM.1_1,SOM,Somalia,SOM.1_1,Awdal,Region,1.0
SOM.13_1,SOM,Somalia,SOM.13_1,Sanaag,Region,1.0
KHM.24_1,KHM,Cambodia,KHM.24_1,Takêv,Province,2.0
KHM.23_1,KHM,Cambodia,KHM.23_1,Svay Rieng,Province,2.0
VNM.53_1,VNM,Vietnam,VNM.53_1,Tây Ninh,Province,2.0
VNM.9_1,VNM,Vietnam,VNM.9_1,Bình Dương,Province,2.0
VNM.17_1,VNM,Vietnam,VNM.17_1,Đồng Nai,Province,2.0
VNM.11_1,VNM,Vietnam,VNM.11_1,Bình Thuận,Province,2.0
PHL.22_1,PHL,Philippines,PHL.22_1,Capiz,Province,2.0
PHL.25_1,PHL,Philippines,PHL.25_1,Cebu,Province,1.0
PHL.43_1,PHL,Philippines,PHL.43_1,Leyte,Province,2.0
CRI.3_1,CRI,Costa Rica,CRI.3_1,Guanacaste,Province,2.0
CRI.1_1,CRI,Costa Rica,CRI.1_1,Alajuela,Province,2.0
CRI.4_1,CRI,Costa Rica,CRI.4_1,Heredia,Province,2.0
COL.4_1,COL,Colombia,COL.4_1,Atlántico,Department,2.5
VEN.25_1,VEN,Venezuela,VEN.25_1,Zulia,State,2.2666666666666666
VEN.24_1,VEN,Venezuela,VEN.24_1,Yaracuy,State,2.5
TTO.15_1,TTO,Trinidad and Tobago,TTO.15_1,Tunapuna/Piarco,Region,2.0
GIN.7_1,GIN,Guinea,GIN.7_1,Mamou,Region,2.0
BFA.2_1,BFA,Burkina Faso,BFA.2_1,Cascades,Region,2.0
GHA.8_1,GHA,Ghana,GHA.8_1,Upper West,Region,2.0
GHA.7_1,GHA,Ghana,GHA.7_1,Upper East,Region,2.0
TGO.5_1,TGO,Togo,TGO.5_1,Savanes,Region,2.0
TCD.14_1,TCD,Chad,TCD.14_1,Mayo-Kebbi Est,Region,2.0
CAF.17_1,CAF,Central African Republic,CAF.17_1,Vakaga,Prefecture,2.0
ETH.9_1,ETH,Ethiopia,ETH.9_1,Somali,State,1.7475728155339805
SOM.18_1,SOM,Somalia,SOM.18_1,Woqooyi Galbeed,Region,1.0
THA.13_1,THA,Thailand,THA.13_1,Chumphon,Province,2.0
KHM.13_1,KHM,Cambodia,KHM.13_1,Krong Preah Sihanouk,Municipality,2.0
KHM.7_1,KHM,Cambodia,KHM.7_1,Kâmpôt,Province,2.0
VNM.1_1,VNM,Vietnam,VNM.1_1,An Giang,Province,2.0
VNM.39_1,VNM,Vietnam,VNM.39_1,Long An,Province,2.0
VNM.25_1,VNM,Vietnam,VNM.25_1,Hồ Chí Minh,City,2.0
VNM.7_1,VNM,Vietnam,VNM.7_1,Bà Rịa - Vũng Tàu,Province,2.0
PHL.36_1,PHL,Philippines,PHL.36_1,Iloilo,Province,2.0
PHL.51_1,PHL,Philippines,PHL.51_1,Negros Occidental,Province,2.0
CRI.6_1,CRI,Costa Rica,CRI.6_1,Puntarenas,Province,2.0
CRI.5_1,CRI,Costa Rica,CRI.5_1,Limón,Province,2.0
COL.5_1,COL,Colombia,COL.5_1,Bolívar,Department,2.0
