growing_period,GID_0,NAME_0,GID_1,NAME_1,ENGTYPE_1
13.33333333,PAN,Panama,PAN.2_1,Chiriquí,Province
13.5,PAN,Panama,PAN.10_1,Ngöbe Buglé,Indigenous Territory
11.2,PAN,Panama,PAN.13_1,Veraguas,Province
11,PAN,Panama,PAN.3_1,Coclé,Province
11.75,PAN,Panama,PAN.5_1,Darién,Province
11.5,PAN,Panama,PAN.6_1,Emberá,Indigenous Territory
13,COL,Colombia,COL.22_1,Norte de Santander,Department
10.25,VEN,Venezuela,VEN.15_1,Mérida,State
10.4,VEN,Venezuela,VEN.5_1,Barinas,State
10.5,SLE,Sierra Leone,SLE.1_1,Eastern,Province
10.44444444,CIV,Côte d'Ivoire,CIV.12_1,Woroba,District
10.14285714,GHA,Ghana,GHA.9_1,Volta,Region
9.333333333,TGO,Togo,TGO.1_1,Centre,Region
9.4,BEN,Benin,BEN.5_1,Collines,Department
9.25,NGA,Nigeria,NGA.31_1,Oyo,State
8,NGA,Nigeria,NGA.15_1,Federal Capital Territory,State
8,TCD,Chad,TCD.11_1,Logone Occidental,Region
8,TCD,Chad,TCD.12_1,Logone Oriental,Region
9.464285714,CAF,Central African Republic,CAF.5_1,Haute-Kotto,Prefecture
8.076923077,SSD,South Sudan,SSD.8_1,Warap,State
1,SOM,Somalia,SOM.12_1,Nugaal,Region
8,LKA,Sri Lanka,LKA.25_1,Vavuniya,District
8.666666667,LKA,Sri Lanka,LKA.2_1,Anuradhapura,District
12,THA,Thailand,THA.31_1,Nakhon Si Thammarat,Province
15,PHL,Philippines,PHL.3_1,Agusan del Sur,Province
15.3125,COL,Colombia,COL.12_1,Chocó,Department
14.95454545,COL,Colombia,COL.2_1,Antioquia,Department
12.66666667,VEN,Venezuela,VEN.21_1,Táchira,State
12.08,VEN,Venezuela,VEN.6_1,Bolívar,State
14.57142857,GUY,Guyana,GUY.1_1,Barima-Waini,Region
10.25,SLE,Sierra Leone,SLE.3_1,Southern,Province
11.5,LBR,Liberia,LBR.8_1,Lofa,County
10.57142857,GHA,Ghana,GHA.2_1,Brong Ahafo,Region
10.14285714,TGO,Togo,TGO.4_1,Plateaux,Region
9.181818182,NGA,Nigeria,NGA.23_1,Kogi,State
9.285714286,CAF,Central African Republic,CAF.10_1,Nana-Grébizi,Economic Prefecture
8.727272727,ETH,Ethiopia,ETH.6_1,Gambela Peoples,State
9.628571429,ETH,Ethiopia,ETH.10_1,"Southern Nations, Nationalities and Peoples",State
8,LKA,Sri Lanka,LKA.22_1,Puttalam,District
8,LKA,Sri Lanka,LKA.24_1,Trincomalee,District
11.33333333,THA,Thailand,THA.18_1,Krabi,Province
12.5,PHL,Philippines,PHL.79_1,Zamboanga del Norte,Province
13,PHL,Philippines,PHL.48_1,Misamis Occidental,Province
12.5,PHL,Philippines,PHL.41_1,Lanao del Norte,Province
14.75,PHL,Philippines,PHL.16_1,Bukidnon,Province
16,PHL,Philippines,PHL.75_1,Surigao del Sur,Province
11,PAN,Panama,PAN.7_1,Herrera,Province
11,PAN,Panama,PAN.9_1,Los Santos,Province
9.961538462,VEN,Venezuela,VEN.3_1,Apure,State
11.5,LBR,Liberia,LBR.3_1,Gbapolu,County
12.09090909,CIV,Côte d'Ivoire,CIV.8_1,Montagnes,District
11.88888889,CIV,Côte d'Ivoire,CIV.9_1,Sassandra-Marahoué,District
11.22222222,CIV,Côte d'Ivoire,CIV.6_1,Lacs,District
10.33333333,NGA,Nigeria,NGA.28_1,Ogun,State
10.25,NGA,Nigeria,NGA.30_1,Osun,State
10,NGA,Nigeria,NGA.13_1,Ekiti,State
9.25,NGA,Nigeria,NGA.7_1,Benue,State
9.9,CMR,Cameroon,CMR.1_1,Adamaoua,Region
9.117647059,CAF,Central African Republic,CAF.15_1,Ouham,Prefecture
10.2,CAF,Central African Republic,CAF.4_1,Haut-Mbomou,Prefecture
8.642857143,SSD,South Sudan,SSD.4_1,Lakes,State
12,LKA,Sri Lanka,LKA.14_1,Kurunegala,District
14,LKA,Sri Lanka,LKA.16_1,Matale,District
10,LKA,Sri Lanka,LKA.4_1,Batticaloa,District
11.5,THA,Thailand,THA.70_1,Trang,Province
12,THA,Thailand,THA.64_1,Songkhla,Province
11.5,PHL,Philippines,PHL.80_1,Zamboanga del Sur,Province
14,PHL,Philippines,PHL.42_1,Lanao del Sur,Province
15.5,PHL,Philippines,PHL.26_1,Compostela Valley,Province
15.5,PHL,Philippines,PHL.29_1,Davao Oriental,Province
14.75,COL,Colombia,COL.27_1,Santander,Department
15,GUY,Guyana,GUY.7_1,Pomeroon-Supenaam,Region
11,LBR,Liberia,LBR.4_1,Grand Cape Mount,County
12.5,LBR,Liberia,LBR.2_1,Bong,County
13,LBR,Liberia,LBR.12_1,Nimba,County
11.71428571,CIV,Côte d'Ivoire,CIV.3_1,Comoé,District
11.625,GHA,Ghana,GHA.1_1,Ashanti,Region
10,BEN,Benin,BEN.7_1,Kouffo,Department
10,BEN,Benin,BEN.12_1,Zou,Department
10,BEN,Benin,BEN.11_1,Plateau,Department
10.5,NGA,Nigeria,NGA.29_1,Ondo,State
10.66666667,NGA,Nigeria,NGA.12_1,Edo,State
9.4,CAF,Central African Republic,CAF.14_1,Ouham-Pendé,Prefecture
10.4,CAF,Central African Republic,CAF.13_1,Ouaka,Prefecture
1,SOM,Somalia,SOM.6_1,Galguduud,Region
1,SOM,Somalia,SOM.11_1,Mudug,Region
14,LKA,Sri Lanka,LKA.12_1,Kegalle,District
14,LKA,Sri Lanka,LKA.11_1,Kandy,District
13,LKA,Sri Lanka,LKA.18_1,Moneragala,District
9.5,LKA,Sri Lanka,LKA.1_1,Ampara,District
12,THA,Thailand,THA.40_1,Phatthalung,Province
15.25,MYS,Malaysia,MYS.13_1,Sabah,State
12,PHL,Philippines,PHL.44_1,Maguindanao,Province
13,PHL,Philippines,PHL.53_1,North Cotabato,Province
14,PHL,Philippines,PHL.28_1,Davao del Sur,Province
12.875,COL,Colombia,COL.6_1,Boyacá,Department
11.3,COL,Colombia,COL.3_1,Arauca,Intendancy
15.0625,GUY,Guyana,GUY.2_1,Cuyuni-Mazaruni,Region
15,GUY,Guyana,GUY.5_1,Essequibo Islands-West Demerara,Region
12,LBR,Liberia,LBR.1_1,Bomi,County
13,LBR,Liberia,LBR.9_1,Margibi,County
12,CIV,Côte d'Ivoire,CIV.13_1,Yamoussoukro,Autonomous district
11.4,GHA,Ghana,GHA.4_1,Eastern,Region
9,BEN,Benin,BEN.3_1,Atlantique,Department
10,NGA,Nigeria,NGA.14_1,Enugu,State
10.33333333,NGA,Nigeria,NGA.11_1,Ebonyi,State
11.14285714,NGA,Nigeria,NGA.9_1,Cross River,State
10.6,CMR,Cameroon,CMR.6_1,Nord-Ouest,Region
9.869565217,SSD,South Sudan,SSD.10_1,West Equatoria,State
14.5,LKA,Sri Lanka,LKA.23_1,Ratnapura,District
11,THA,Thailand,THA.38_1,Pattani,Province
14,PHL,Philippines,PHL.72_1,Sultan Kudarat,Province
12.61290323,COL,Colombia,COL.32_1,Vichada,Commissiary
15,GUY,Guyana,GUY.3_1,Demerara-Mahaica,Region
14,GUY,Guyana,GUY.6_1,Mahaica-Berbice,Region
13.66666667,LBR,Liberia,LBR.5_1,GrandBassa,County
14,LBR,Liberia,LBR.13_1,River Cess,County
13.75,LBR,Liberia,LBR.6_1,GrandGedeh,County
12.16666667,CIV,Côte d'Ivoire,CIV.5_1,Gôh-Djiboua,District
12,CIV,Côte d'Ivoire,CIV.7_1,Lagunes,District
11.85714286,GHA,Ghana,GHA.10_1,Western,Region
10,TGO,Togo,TGO.3_1,Maritime,Region
11.66666667,NGA,Nigeria,NGA.10_1,Delta,State
11,NGA,Nigeria,NGA.4_1,Anambra,State
11.85714286,CMR,Cameroon,CMR.9_1,Sud-Ouest,Region
10.8,CMR,Cameroon,CMR.8_1,Ouest,Region
10.4,CAF,Central African Republic,CAF.11_1,Nana-Mambéré,Prefecture
10.33333333,CAF,Central African Republic,CAF.6_1,Kémo,Prefecture
10.85,CAF,Central African Republic,CAF.9_1,Mbomou,Prefecture
14,LKA,Sri Lanka,LKA.6_1,Galle,District
12.5,LKA,Sri Lanka,LKA.8_1,Hambantota,District
13,MYS,Malaysia,MYS.2_1,Kedah,State
14.5,THA,Thailand,THA.76_1,Yala,Province
14,THA,Thailand,THA.33_1,Narathiwat,Province
14,PHL,Philippines,PHL.70_1,South Cotabato,Province
12.15384615,COL,Colombia,COL.9_1,Casanare,Intendancy
14.55,VEN,Venezuela,VEN.1_1,Amazonas,State
14.4,GUY,Guyana,GUY.9_1,Upper Demerara-Berbice,Region
12.72727273,GUY,Guyana,GUY.4_1,East Berbice-Corentyne,Region
13,SUR,Suriname,SUR.5_1,Nickerie,District
12,SUR,Suriname,SUR.3_1,Coronie,District
14,SUR,Suriname,SUR.8_1,Saramacca,District
14,SUR,Suriname,SUR.10_1,Wanica,District
14,SUR,Suriname,SUR.2_1,Commewijne,District
13,SUR,Suriname,SUR.4_1,Marowijne,District
13,CIV,Côte d'Ivoire,CIV.2_1,Bas-Sassandra,District
11.66666667,GHA,Ghana,GHA.3_1,Central,Region
10,GHA,Ghana,GHA.5_1,Greater Accra,Region
11.33333333,NGA,Nigeria,NGA.17_1,Imo,State
11,NGA,Nigeria,NGA.1_1,Abia,State
11.38095238,CMR,Cameroon,CMR.2_1,Centre,Region
12.41176471,CMR,Cameroon,CMR.3_1,Est,Region
10.7,CAF,Central African Republic,CAF.12_1,Ombella-M'Poko,Prefecture
9.538461538,SSD,South Sudan,SSD.1_1,Central Equatoria,State
6.96,SSD,South Sudan,SSD.2_1,Eastern Equatoria,State
15.33333333,MYS,Malaysia,MYS.3_1,Kelantan,State
14,PHL,Philippines,PHL.67_1,Sarangani,Province
15.66666667,COL,Colombia,COL.25_1,Risaralda,Department
15,COL,Colombia,COL.7_1,Caldas,Department
13.88888889,COL,Colombia,COL.14_1,Cundinamarca,Department
14.66666667,GUY,Guyana,GUY.8_1,Potaro-Siparuni,Region
13.56756757,SUR,Suriname,SUR.9_1,Sipaliwini,District
14,SUR,Suriname,SUR.6_1,Para,District
14,SUR,Suriname,SUR.1_1,Brokopondo,District
13.66666667,GUF,French Guiana,GUF.2_1,Saint-Laurent-du-Maroni,Arrondissement
13.57142857,GUF,French Guiana,GUF.1_1,Cayenne,Arrondissement
14,LBR,Liberia,LBR.15_1,Sinoe,County
14,LBR,Liberia,LBR.14_1,River Gee,County
12.66666667,NGA,Nigeria,NGA.33_1,Rivers,State
12,NGA,Nigeria,NGA.3_1,Akwa Ibom,State
11.875,CMR,Cameroon,CMR.5_1,Littoral,Region
11.4,CAF,Central African Republic,CAF.8_1,Mambéré-Kadéï,Prefecture
11,CAF,Central African Republic,CAF.3_1,Basse-Kotto,Prefecture
14.65,IDN,Indonesia,IDN.1_1,Aceh,Province
15.71428571,MYS,Malaysia,MYS.9_1,Perak,State
15.5,MYS,Malaysia,MYS.16_1,Trengganu,State
15,COL,Colombia,COL.30_1,Valle del Cauca,Department
14.16666667,COL,Colombia,COL.29_1,Tolima,Department
13.44444444,COL,Colombia,COL.20_1,Meta,Department
13.16438356,BRA,Brazil,BRA.23_1,Roraima,State
14,LBR,Liberia,LBR.7_1,GrandKru,County
14,LBR,Liberia,LBR.10_1,Maryland,County
13,NGA,Nigeria,NGA.6_1,Bayelsa,State
11.85714286,CAF,Central African Republic,CAF.7_1,Lobaye,Prefecture
12.16666667,COD,Democratic Republic of the Congo,COD.20_1,Nord-Ubangi,Province
12.56521739,COD,Democratic Republic of the Congo,COD.1_1,Bas-Uélé,Province
12.03225806,COD,Democratic Republic of the Congo,COD.5_1,Haut-Uélé,Province
1.4,KEN,Kenya,KEN.43_1,Turkana,County
3.625,SOM,Somalia,SOM.2_1,Bakool,Region
2,SOM,Somalia,SOM.8_1,Hiiraan,Region
16,BRN,Brunei,BRN.4_1,Tutong,District
16,BRN,Brunei,BRN.3_1,Temburong,District
15,COL,Colombia,COL.24_1,Quindío,Department
11.76470588,GUY,Guyana,GUY.10_1,Upper Takutu-Upper Essequibo,Region
13.22222222,COD,Democratic Republic of the Congo,COD.23_1,Sud-Ubangi,Province
3.041666667,KEN,Kenya,KEN.25_1,Marsabit,County
4.125,KEN,Kenya,KEN.24_1,Mandera,County
16,MYS,Malaysia,MYS.8_1,Pahang,State
16,MYS,Malaysia,MYS.14_1,Sarawak,State
16,BRN,Brunei,BRN.1_1,Belait,District
15.71428571,IDN,Indonesia,IDN.15_1,Kalimantan Timur,Province
15.45833333,COL,Colombia,COL.15_1,Guainía,Commissiary
12,BRA,Brazil,BRA.3_1,Amapá,State
13,GNQ,Equatorial Guinea,GNQ.2_1,Bioko Norte,Province
12.57142857,CAF,Central African Republic,CAF.16_1,Sangha-Mbaéré,Economic Prefecture
10,UGA,Uganda,UGA.58_1,Yumbe,District
10,UGA,Uganda,UGA.41_1,Moyo,District
9.5,UGA,Uganda,UGA.27_1,Kitgum,District
7.666666667,UGA,Uganda,UGA.28_1,Kotido,District
2.785714286,SOM,Somalia,SOM.7_1,Gedo,Region
4.285714286,SOM,Somalia,SOM.5_1,Bay,Region
15.30434783,IDN,Indonesia,IDN.32_1,Sumatera Utara,Province
14.33333333,COL,Colombia,COL.10_1,Cauca,Department
14.14285714,COL,Colombia,COL.17_1,Huila,Department
14,CMR,Cameroon,CMR.10_1,Sud,Region
14.0952381,COG,Republic of Congo,COG.7_1,Likouala,Region
13.0952381,COD,Democratic Republic of the Congo,COD.6_1,Ituri,Province
10.5,UGA,Uganda,UGA.3_1,Arua,District
10,UGA,Uganda,UGA.1_1,Adjumani,District
10.33333333,UGA,Uganda,UGA.8_1,Gulu,District
2.789473684,KEN,Kenya,KEN.46_1,Wajir,County
3.4,SOM,Somalia,SOM.15_1,Shabeellaha Hoose,Region
1.25,SOM,Somalia,SOM.14_1,Shabeellaha Dhexe,Region
15.5,MYS,Malaysia,MYS.15_1,Selangor,State
15.5,IDN,Indonesia,IDN.16_1,Kepulauan Riau,Province
15.29032258,COL,Colombia,COL.8_1,Caquetá,Intendancy
14.63157895,COL,Colombia,COL.16_1,Guaviare,Commissiary
14.05,COD,Democratic Republic of the Congo,COD.18_1,Mongala,Province
10,UGA,Uganda,UGA.49_1,Pader,District
7.333333333,UGA,Uganda,UGA.40_1,Moroto,District
15,MYS,Malaysia,MYS.7_1,Negeri Sembilan,State
15.66666667,MYS,Malaysia,MYS.1_1,Johor,State
15.44444444,COL,Colombia,COL.21_1,Nariño,Department
12.09336609,BRA,Brazil,BRA.14_1,Pará,State
14.41666667,GAB,Gabon,GAB.9_1,Wouleu-Ntem,Province
14.9,COG,Republic of Congo,COG.12_1,Sangha,Region
14.63076923,COD,Democratic Republic of the Congo,COD.25_1,Tshopo,Province
11,UGA,Uganda,UGA.47_1,Nebbi,District
11.33333333,UGA,Uganda,UGA.36_1,Masindi,District
11.5,UGA,Uganda,UGA.2_1,Apac,District
10.5,UGA,Uganda,UGA.33_1,Lira,District
10,UGA,Uganda,UGA.22_1,Katakwi,District
7.666666667,KEN,Kenya,KEN.47_1,West Pokot,County
5.142857143,KEN,Kenya,KEN.37_1,Samburu,County
15.14285714,IDN,Indonesia,IDN.24_1,Riau,Province
15,MYS,Malaysia,MYS.6_1,Melaka,State
15.25,IDN,Indonesia,IDN.18_1,Maluku Utara,Province
15.88888889,COL,Colombia,COL.31_1,Vaupés,Commissiary
14.4502924,BRA,Brazil,BRA.4_1,Amazonas,State
14.5,GNQ,Equatorial Guinea,GNQ.6_1,Litoral,Province
14.66666667,GNQ,Equatorial Guinea,GNQ.4_1,Centro Sur,Province
15,GNQ,Equatorial Guinea,GNQ.7_1,Wele-Nzas,Province
15,GNQ,Equatorial Guinea,GNQ.5_1,Kié-Ntem,Province
14.78787879,COD,Democratic Republic of the Congo,COD.2_1,Équateur,Province
11,UGA,Uganda,UGA.31_1,Lake Albert,Water body
11,UGA,Uganda,UGA.14_1,Kaberamaido,District
10,UGA,Uganda,UGA.55_1,Soroti,District
9.5,UGA,Uganda,UGA.45_1,Nakapiripirit,District
4.75,KEN,Kenya,KEN.9_1,Isiolo,County
2.6,SOM,Somalia,SOM.9_1,Jubbada Dhexe,Region
14.5,ECU,Ecuador,ECU.8_1,Esmeraldas,Province
15.71428571,COL,Colombia,COL.23_1,Putumayo,Intendancy
14,GAB,Gabon,GAB.6_1,Ogooué-Ivindo,Province
15.0952381,COD,Democratic Republic of the Congo,COD.26_1,Tshuapa,Province
11.5,UGA,Uganda,UGA.9_1,Hoima,District
12,UGA,Uganda,UGA.25_1,Kiboga,District
12.33333333,UGA,Uganda,UGA.34_1,Luwero,District
11,UGA,Uganda,UGA.46_1,Nakasongola,District
11,UGA,Uganda,UGA.17_1,Kamuli,District
11,UGA,Uganda,UGA.50_1,Pallisa,District
10,UGA,Uganda,UGA.54_1,Sironko,District
10,UGA,Uganda,UGA.20_1,Kapchorwa,District
8,KEN,Kenya,KEN.1_1,Baringo,County
2.333333333,SOM,Somalia,SOM.10_1,Jubbada Hoose,Region
15.7755102,IDN,Indonesia,IDN.12_1,Kalimantan Barat,Province
15.66666667,IDN,Indonesia,IDN.29_1,Sulawesi Utara,Province
13.33333333,ECU,Ecuador,ECU.11_1,Imbabura,Province
10,ECU,Ecuador,ECU.4_1,Carchi,Province
12.5,GAB,Gabon,GAB.1_1,Estuaire,Province
14.5,COG,Republic of Congo,COG.3_1,Cuvette-Ouest,Region
14.33333333,COD,Democratic Republic of the Congo,COD.19_1,Nord-Kivu,Province
13,UGA,Uganda,UGA.13_1,Kabarole,District
12,UGA,Uganda,UGA.30_1,Kyenjojo,District
12,UGA,Uganda,UGA.24_1,Kibale,District
11.5,UGA,Uganda,UGA.43_1,Mubende,District
12,UGA,Uganda,UGA.10_1,Iganga,District
12,UGA,Uganda,UGA.56_1,Tororo,District
10,KEN,Kenya,KEN.3_1,Bungoma,County
10,KEN,Kenya,KEN.44_1,Uasin Gishu,County
9,KEN,Kenya,KEN.20_1,Laikipia,County
2.8,KEN,Kenya,KEN.7_1,Garissa,County
14.05882353,IDN,Indonesia,IDN.27_1,Sulawesi Tengah,Province
15,IDN,Indonesia,IDN.6_1,Gorontalo,Province
8.142857143,ECU,Ecuador,ECU.14_1,Manabi,Province
12.33333333,ECU,Ecuador,ECU.19_1,Pichincha,Province
15.57142857,ECU,Ecuador,ECU.22_1,Sucumbios,Province
12.81818182,GAB,Gabon,GAB.7_1,Ogooué-Lolo,Province
14.28571429,COG,Republic of Congo,COG.4_1,Cuvette,Region
11,UGA,Uganda,UGA.21_1,Kasese,District
11,UGA,Uganda,UGA.18_1,Kamwenge,District
13.5,UGA,Uganda,UGA.42_1,Mpigi,District
14,UGA,Uganda,UGA.44_1,Mukono,District
12,UGA,Uganda,UGA.4_1,Bugiri,District
12,KEN,Kenya,KEN.38_1,Siaya,County
13,KEN,Kenya,KEN.11_1,Kakamega,County
10,KEN,Kenya,KEN.32_1,Nandi,County
8,KEN,Kenya,KEN.26_1,Meru,County
15.64285714,IDN,Indonesia,IDN.30_1,Sumatera Barat,Province
15.42,IDN,Indonesia,IDN.14_1,Kalimantan Tengah,Province
5.333333333,ECU,Ecuador,ECU.9_1,Galápagos,Province
14,ECU,Ecuador,ECU.21_1,Santo Domingo de los Tsachilas,Province
14,ECU,Ecuador,ECU.16_1,Napo,Province
16,ECU,Ecuador,ECU.17_1,Orellana,Province
15.05691057,PER,Peru,PER.17_1,Loreto,Region
16,COL,Colombia,COL.1_1,Amazonas,Commissiary
12.25,GAB,Gabon,GAB.3_1,Moyen-Ogooué,Province
12.9,GAB,Gabon,GAB.2_1,Haut-Ogooué,Province
13.04761905,COD,Democratic Republic of the Congo,COD.17_1,Maniema,Province
12,UGA,Uganda,UGA.6_1,Bushenyi,District
12,UGA,Uganda,UGA.39_1,Mbarara,District
13.5,UGA,Uganda,UGA.51_1,Rakai,District
14,UGA,Uganda,UGA.35_1,Masaka,District
13.55555556,UGA,Uganda,UGA.32_1,Lake Victoria,Water body
13,KEN,Kenya,KEN.17_1,Kisumu,County
14,KEN,Kenya,KEN.12_1,Kericho,County
10.5,KEN,Kenya,KEN.31_1,Nakuru,County
10,KEN,Kenya,KEN.35_1,Nyandarua,County
14,KEN,Kenya,KEN.36_1,Nyeri,County
8,KEN,Kenya,KEN.41_1,Tharaka-Nithi,County
4.636363636,KEN,Kenya,KEN.18_1,Kitui,County
2.583333333,KEN,Kenya,KEN.40_1,Tana River,County
16,IDN,Indonesia,IDN.22_1,Papua Barat,Province
11.33333333,ECU,Ecuador,ECU.13_1,Los Rios,Province
10,ECU,Ecuador,ECU.6_1,Cotopaxi,Province
11.125,GAB,Gabon,GAB.8_1,Ogooué-Maritime,Province
12,GAB,Gabon,GAB.4_1,Ngounié,Province
12,UGA,Uganda,UGA.19_1,Kanungu,District
12,UGA,Uganda,UGA.48_1,Ntungamo,District
12,KEN,Kenya,KEN.8_1,Homa Bay,County
14,KEN,Kenya,KEN.16_1,Kisii,County
14,KEN,Kenya,KEN.2_1,Bomet,County
10.33333333,KEN,Kenya,KEN.33_1,Narok,County
11.5,KEN,Kenya,KEN.29_1,Murang'a,County
6,KEN,Kenya,KEN.6_1,Embu,County
15.55238095,IDN,Indonesia,IDN.23_1,Papua,Province
13,ECU,Ecuador,ECU.2_1,Bolivar,Province
14,ECU,Ecuador,ECU.23_1,Tungurahua,Province
16,ECU,Ecuador,ECU.18_1,Pastaza,Province
9.364485981,BRA,Brazil,BRA.10_1,Maranhão,State
13,COG,Republic of Congo,COG.9_1,Plateaux,Region
13.33333333,COD,Democratic Republic of the Congo,COD.16_1,Maï-Ndombe,Province
14,UGA,Uganda,UGA.26_1,Kisoro,District
11,RWA,Rwanda,RWA.3_1,Iburasirazuba,Province
11.36363636,TZA,Tanzania,TZA.6_1,Kagera,Region
10.36363636,TZA,Tanzania,TZA.12_1,Mara,Region
8,KEN,Kenya,KEN.30_1,Nairobi,County
7,KEN,Kenya,KEN.22_1,Machakos,County
15.2,IDN,Indonesia,IDN.8_1,Jambi,Province
4.5,ECU,Ecuador,ECU.20_1,Santa Elena,Province
6.833333333,ECU,Ecuador,ECU.10_1,Guayas,Province
11,ECU,Ecuador,ECU.5_1,Chimborazo,Province
14.66666667,ECU,Ecuador,ECU.15_1,Morona Santiago,Province
13.86486486,COD,Democratic Republic of the Congo,COD.21_1,Sankuru,Province
13.5,RWA,Rwanda,RWA.4_1,Iburengerazuba,Province
12,RWA,Rwanda,RWA.1_1,Amajyaruguru,Province
9.777777778,TZA,Tanzania,TZA.16_1,Mwanza,Region
7,TZA,Tanzania,TZA.1_1,Arusha,Region
5.285714286,KEN,Kenya,KEN.10_1,Kajiado,County
5.666666667,KEN,Kenya,KEN.23_1,Makueni,County
5.5,KEN,Kenya,KEN.21_1,Lamu,County
14.7,IDN,Indonesia,IDN.31_1,Sumatera Selatan,Province
15.5,IDN,Indonesia,IDN.25_1,Sulawesi Barat,Province
11.375,COG,Republic of Congo,COG.8_1,Niari,Region
11.71428571,COG,Republic of Congo,COG.6_1,Lékoumou,Region
12,COD,Democratic Republic of the Congo,COD.22_1,Sud-Kivu,Province
11.5,RWA,Rwanda,RWA.2_1,Amajyepfo,Province
8,TZA,Tanzania,TZA.24_1,Simiyu,Region
14.38461538,IDN,Indonesia,IDN.13_1,Kalimantan Selatan,Province
14.125,IDN,Indonesia,IDN.26_1,Sulawesi Selatan,Province
8,ECU,Ecuador,ECU.1_1,Azuay,Province
11,GAB,Gabon,GAB.5_1,Nyanga,Province
12.21212121,COD,Democratic Republic of the Congo,COD.9_1,Kasaï,Province
12,BDI,Burundi,BDI.6_1,Cibitoke,Province
10,BDI,Burundi,BDI.13_1,Muyinga,Province
9.285714286,TZA,Tanzania,TZA.4_1,Geita,Region
6.25,KEN,Kenya,KEN.14_1,Kilifi,County
16,IDN,Indonesia,IDN.5_1,Bengkulu,Province
15,IDN,Indonesia,IDN.3_1,Bangka Belitung,Province
16,PNG,Papua New Guinea,PNG.18_1,Sandaun,Province
16,PNG,Papua New Guinea,PNG.16_1,New Ireland,Province
5.5,ECU,Ecuador,ECU.7_1,El Oro,Province
7.817073171,BRA,Brazil,BRA.18_1,Piauí,State
7.06122449,BRA,Brazil,BRA.6_1,Ceará,State
11.63636364,COG,Republic of Congo,COG.11_1,Pool,Region
10,BDI,Burundi,BDI.1_1,Bubanza,Province
11,BDI,Burundi,BDI.12_1,Muramvya,Province
10,BDI,Burundi,BDI.17_1,Ruyigi,Province
10,BDI,Burundi,BDI.5_1,Cankuzo,Province
7,TZA,Tanzania,TZA.9_1,Kilimanjaro,Region
6.2,KEN,Kenya,KEN.39_1,Taita Taveta,County
13.63636364,IDN,Indonesia,IDN.28_1,Sulawesi Tenggara,Province
13,IDN,Indonesia,IDN.19_1,Maluku,Province
2,PER,Peru,PER.25_1,Tumbes,Region
4.5,ECU,Ecuador,ECU.12_1,Loja,Province
7.333333333,ECU,Ecuador,ECU.24_1,Zamora Chinchipe,Province
9.666666667,PER,Peru,PER.1_1,Amazonas,Region
10.4,COG,Republic of Congo,COG.5_1,Kouilou,Region
11,COG,Republic of Congo,COG.1_1,Bouenza,Region
11.66666667,COD,Democratic Republic of the Congo,COD.13_1,Kwilu,Province
11,BDI,Burundi,BDI.4_1,Bururi,Province
10,BDI,Burundi,BDI.16_1,Rutana,Province
9,TZA,Tanzania,TZA.8_1,Kigoma,Region
8.5,TZA,Tanzania,TZA.23_1,Shinyanga,Region
7.625,TZA,Tanzania,TZA.11_1,Manyara,Region
6.333333333,KEN,Kenya,KEN.19_1,Kwale,County
15.30769231,PNG,Papua New Guinea,PNG.5_1,East Sepik,Province
1.454545455,PER,Peru,PER.21_1,Piura,Region
11,COG,Republic of Congo,COG.2_1,Brazzaville,Region
11,COD,Democratic Republic of the Congo,COD.10_1,Kinshasa,Province
10,BDI,Burundi,BDI.11_1,Makamba,Province
8.16,TZA,Tanzania,TZA.26_1,Tabora,Region
6.8,TZA,Tanzania,TZA.25_1,Singida,Region
14.54545455,IDN,Indonesia,IDN.17_1,Lampung,Province
15.33333333,PNG,Papua New Guinea,PNG.11_1,Madang,Province
16,PNG,Papua New Guinea,PNG.4_1,East New Britain,Province
3.153846154,PER,Peru,PER.6_1,Cajamarca,Region
10,AGO,Angola,AGO.4_1,Cabinda,Province
10.36842105,COD,Democratic Republic of the Congo,COD.11_1,Kongo-Central,Province
10.7,COD,Democratic Republic of the Congo,COD.12_1,Kwango,Province
11.47058824,COD,Democratic Republic of the Congo,COD.7_1,Kasaï-Central,Province
6.714285714,TZA,Tanzania,TZA.3_1,Dodoma,Region
9.222222222,TZA,Tanzania,TZA.27_1,Tanga,Region
9.887640449,BRA,Brazil,BRA.27_1,Tocantins,State
6.631578947,BRA,Brazil,BRA.20_1,Rio Grande do Norte,State
10.77777778,COD,Democratic Republic of the Congo,COD.14_1,Lomami,Province
9.5,COD,Democratic Republic of the Congo,COD.24_1,Tanganyika,Province
8.5,TZA,Tanzania,TZA.7_1,Katavi,Region
9,TZA,Tanzania,TZA.19_1,Pemba South,Region
14.5483871,PNG,Papua New Guinea,PNG.22_1,Western,Province
16,PNG,Papua New Guinea,PNG.9_1,Hela,Province
15.66666667,PNG,Papua New Guinea,PNG.7_1,Enga,Province
15.5,PNG,Papua New Guinea,PNG.21_1,Western Highlands,Province
1,PER,Peru,PER.14_1,Lambayeque,Region
9.75,PER,Peru,PER.23_1,San Martín,Region
11.33333333,COD,Democratic Republic of the Congo,COD.8_1,Kasaï-Oriental,Province
11.08333333,IDN,Indonesia,IDN.10_1,Jawa Tengah,Province
15,PNG,Papua New Guinea,PNG.10_1,Jiwaka,Province
16,PNG,Papua New Guinea,PNG.20_1,West New Britain,Province
